Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,Wallingford,1307 N 46th St,Seattle,WA,98103,1924,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.341675033 47.661966992)
Critical Risk,Wallingford,120 NE 54th St,Seattle,WA,98105,1913,3,Substantial Alteration,Schools,101+,Google Street View,POINT (-122.326645023 47.668342016)
Critical Risk,Wallingford,4811 Wallingford Ave N,Seattle,WA,98103,1910,3,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.336827024 47.663894998)
Medium Risk,Wallingford,1701 N 45th St,Seattle,WA,98103,1925,3,Permitted Retrofit,Commercial/Residential,11-100,Permit Drawing Review,POINT (-122.337046965 47.661166018)
Medium Risk,Wallingford,4136 Meridian Ave N,Seattle,WA,98103,1924,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.333448027 47.657744986)
High Risk,Wallingford,5050 8th Ave NE,Seattle,WA,98105,1910,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.319094018 47.666429015)
Medium Risk,Wallingford,1723 N 45th St,Seattle,WA,98103,1926,2,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.336437014 47.661166018)
Medium Risk,Wallingford,4512 Stone Way N,Seattle,WA,98103,1900,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34185801 47.661878018)
Medium Risk,Wallingford,1912 N 45th St,Seattle,WA,98103,1923,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.334765998 47.661612019)
Medium Risk,Wallingford,1920 N 45th St,Seattle,WA,98103,1927,1,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.33413702 47.661613989)
Medium Risk,Wallingford,4401 Wallingford Ave N,Seattle,WA,98103,1924,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.336511026 47.660484988)
High Risk,Wallingford,2115 N 45th St,Seattle,WA,98103,1920,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.333019042 47.661138986)
Medium Risk,Wallingford,4411 Wallingford Ave N,Seattle,WA,98103,1938,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.336519995 47.660664989)
Medium Risk,Wallingford,4701 Roosevelt Way NE,Seattle,WA,98105,1927,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.317729025 47.663309019)
Medium Risk,Wallingford,2104 N 45th St,Seattle,WA,98103,1929,1,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.333375021 47.661586999)
Medium Risk,Wallingford,1820 N 45th St,Seattle,WA,98103,1922,1,Visible retrofit,Commercial,11-100,Google Street View,POINT (-122.335501007 47.661607995)
Medium Risk,Wallingford,712 NE 45th St,Seattle,WA,98105,1934,1,No visible retrofit,Public Assembly,11-100,White Card Permit Records,POINT (-122.319899016 47.661495007)
Medium Risk,Wallingford,4135 Stone Way N,Seattle,WA,98103,1912,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.342750012 47.657763007)
Medium Risk,Wallingford,809 NE 45th St,Seattle,WA,98105,1930,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.319231984 47.660962002)
Critical Risk,West Seattle Junction/Genesee Hill,3000 California Ave SW,Seattle,WA,98116,1920,2,Substantial Alteration,Schools,101+,Field Visit,POINT (-122.384661037 47.576620987)
Medium Risk,West Seattle Junction/Genesee Hill,4410 California Ave SW,Seattle,WA,98116,1910,1,No visible retrofit,Commercial,1-10,Permit Drawing Review,POINT (-122.386229961 47.564407004)
Critical Risk,West Seattle Junction/Genesee Hill,4142 42nd Ave SW,Seattle,WA,98116,1922,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.385082982 47.565287984)
Medium Risk,West Seattle Junction/Genesee Hill,4210 SW Edmunds St,Seattle,WA,98116,1910,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.386455015 47.559503004)
Medium Risk,West Seattle Junction/Genesee Hill,3401 California Ave SW,Seattle,WA,98116,1934,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.387040994 47.573677012)
Medium Risk,West Seattle Junction/Genesee Hill,4427 California Ave SW,Seattle,WA,98116,1920,1,No visible retrofit,Industrial,1-10,Photos from Previous Surveys,POINT (-122.38719103 47.56399298)
Medium Risk,West Seattle Junction/Genesee Hill,4480 Fauntleroy Way SW,Seattle,WA,98126,1946,1,Visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.378295987 47.563329007)
Medium Risk,West Seattle Junction/Genesee Hill,4415 Fauntleroy Way SW,Seattle,WA,98126,1924,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.377839006 47.564316982)
Medium Risk,West Seattle Junction/Genesee Hill,4139 42nd Ave SW,Seattle,WA,98116,1927,3,Permitted Retrofit,Other Mixed Uses,1-10,Field Visit,POINT (-122.385856967 47.565380981)
Medium Risk,West Seattle Junction/Genesee Hill,4528 California Ave SW,Seattle,WA,98116,1928,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38647597 47.561936019)
Medium Risk,West Seattle Junction/Genesee Hill,4554 California Ave SW,Seattle,WA,98116,1929,2,No visible retrofit,Commercial/Office,11-100,White Card Permit Records,POINT (-122.386387038 47.561238016)
Medium Risk,West Seattle Junction/Genesee Hill,4720 California Ave SW,Seattle,WA,98116,1932,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.386416962 47.560398987)
Medium Risk,West Seattle Junction/Genesee Hill,4508 California Ave SW,Seattle,WA,98116,1924,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.386473037 47.562503013)
Medium Risk,West Seattle Junction/Genesee Hill,2701 California Ave SW,Seattle,WA,98116,1930,3,No visible retrofit,Other Mixed Uses,11-100,Field Visit,POINT (-122.387022973 47.579162003)
Medium Risk,West Seattle Junction/Genesee Hill,4535 California Ave SW,Seattle,WA,98116,1924,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38718399 47.561835017)
Medium Risk,West Seattle Junction/Genesee Hill,4400 California Ave SW,Seattle,WA,98116,1910,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.386459039 47.564541994)
Medium Risk,West Seattle Junction/Genesee Hill,3225 California Ave SW,Seattle,WA,98116,1922,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.387139985 47.57479302)
Medium Risk,West Seattle Junction/Genesee Hill,4540 California Ave SW,Seattle,WA,98116,1929,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.386386032 47.561627984)
Medium Risk,West Seattle Junction/Genesee Hill,4721 California Ave SW,Seattle,WA,98116,1924,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.387205028 47.560231014)
High Risk,West Seattle Junction/Genesee Hill,4304 SW Dakota St,Seattle,WA,98116,1930,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.387086005 47.566766007)
